episode,total_steps,episode_reward,episode_length,interventions,violations_adequacy,violations_consistency,violations_stability,violations_timeliness,lagrange_0,lagrange_1,lagrange_2,lagrange_3
31,9362,-458.29999999999995,302,8,0,0,0,0,0.0,0.0,0.0,0.0
32,9664,-475.4999999999996,302,3,0,0,0,0,0.0,0.0,0.0,0.0
33,9966,-458.1999999999999,302,8,0,0,0,0,0.0,0.0,0.0,0.0
34,10268,-456.9,302,8,0,0,0,0,0.0,0.0,0.0,0.0
35,10570,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
36,10872,-507.7999999999996,302,24,0,0,0,0,0.0,0.0,0.0,0.0
37,11174,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
38,11476,-465.79999999999984,302,8,0,0,0,0,0.0,0.0,0.0,0.0
39,11778,117.39999999999993,302,2,0,0,0,0,0.0,0.0,0.0,0.0
40,12080,-461.19999999999993,302,3,0,0,0,0,0.0,0.0,0.0,0.0
41,12382,-505.6999999999994,302,4,0,0,0,0,0.0,0.0,0.0,0.0
42,12684,127.29999999999995,302,4,0,0,0,0,0.0,0.0,0.0,0.0
43,12986,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
44,13288,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
45,13590,-462.39999999999986,302,3,0,0,0,0,0.0,0.0,0.0,0.0
46,13892,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
47,14194,-456.0999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
48,14496,-458.2,302,11,0,0,0,0,0.0,0.0,0.0,0.0
49,14798,-510.49999999999943,302,12,0,0,0,0,0.0,0.0,0.0,0.0
50,15100,-462.6999999999999,302,2,0,0,0,0,0.0,0.0,0.0,0.0
51,15402,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
52,15704,-471.9999999999998,302,4,0,0,0,0,0.0,0.0,0.0,0.0
53,16006,-472.5999999999998,302,8,0,0,0,0,0.0,0.0,0.0,0.0
54,16308,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
55,16610,-490.5999999999994,302,4,0,0,0,0,0.0,0.0,0.0,0.0
56,16912,-456.69999999999993,302,3,0,0,0,0,0.0,0.0,0.0,0.0
57,17214,-490.99999999999955,302,12,0,0,0,0,0.0,0.0,0.0,0.0
58,17516,-461.29999999999984,302,3,0,0,0,0,0.0,0.0,0.0,0.0
59,17818,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
60,18120,-509.79999999999944,302,14,0,0,0,0,0.0,0.0,0.0,0.0
61,18422,-491.39999999999964,302,8,0,0,0,0,0.0,0.0,0.0,0.0
62,18724,-456.19999999999993,302,3,0,0,0,0,0.0,0.0,0.0,0.0
63,19026,-454.99999999999994,302,4,0,0,0,0,0.0,0.0,0.0,0.0
64,19328,-457.7,302,3,0,0,0,0,0.0,0.0,0.0,0.0
65,19630,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
66,19932,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
67,20234,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
68,20536,-458.09999999999997,302,3,0,0,0,0,0.0,0.0,0.0,0.0
69,20838,-457.69999999999993,302,4,0,0,0,0,0.0,0.0,0.0,0.0
70,21140,-488.5999999999997,302,2,0,0,0,0,0.0,0.0,0.0,0.0
71,21442,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
72,21744,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
73,22046,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
74,22348,-481.0999999999996,302,3,0,0,0,0,0.0,0.0,0.0,0.0
75,22650,-465.69999999999976,302,4,0,0,0,0,0.0,0.0,0.0,0.0
76,22952,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
77,23254,-457.5,302,4,0,0,0,0,0.0,0.0,0.0,0.0
78,23556,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
79,23858,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
80,24160,-497.0999999999994,302,8,0,0,0,0,0.0,0.0,0.0,0.0
81,24462,-478.39999999999975,302,11,0,0,0,0,0.0,0.0,0.0,0.0
82,24764,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
83,25066,-457.79999999999995,302,11,0,0,0,0,0.0,0.0,0.0,0.0
84,25368,-475.2999999999997,302,4,0,0,0,0,0.0,0.0,0.0,0.0
85,25670,-466.29999999999984,302,4,0,0,0,0,0.0,0.0,0.0,0.0
86,25972,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
87,26274,-471.7999999999997,302,7,0,0,0,0,0.0,0.0,0.0,0.0
88,26576,-511.09999999999945,302,7,0,0,0,0,0.0,0.0,0.0,0.0
89,26878,-459.3999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
90,27180,-453.9,302,3,0,0,0,0,0.0,0.0,0.0,0.0
91,27482,-449.5,302,2,0,0,0,0,0.0,0.0,0.0,0.0
92,27784,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
93,28086,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
94,28388,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
95,28690,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
96,28992,-456.59999999999997,302,3,0,0,0,0,0.0,0.0,0.0,0.0
97,29294,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
98,29596,-494.39999999999947,302,8,0,0,0,0,0.0,0.0,0.0,0.0
99,29898,-476.99999999999966,302,5,0,0,0,0,0.0,0.0,0.0,0.0
100,30200,-456.19999999999993,302,3,0,0,0,0,0.0,0.0,0.0,0.0
101,30502,-482.5999999999996,302,11,0,0,0,0,0.0,0.0,0.0,0.0
102,30804,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
103,31106,-493.69999999999953,302,8,0,0,0,0,0.0,0.0,0.0,0.0
104,31408,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
105,31710,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
106,32012,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
107,32314,-507.3999999999994,302,4,0,0,0,0,0.0,0.0,0.0,0.0
108,32616,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
109,32918,-462.7999999999999,302,7,0,0,0,0,0.0,0.0,0.0,0.0
110,33220,-494.29999999999956,302,14,0,0,0,0,0.0,0.0,0.0,0.0
111,33522,-488.49999999999955,302,3,0,0,0,0,0.0,0.0,0.0,0.0
112,33824,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
113,34126,-481.7999999999996,302,7,0,0,0,0,0.0,0.0,0.0,0.0
114,34428,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
115,34730,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
116,35032,-507.39999999999947,302,27,0,0,0,0,0.0,0.0,0.0,0.0
117,35334,-456.99999999999994,302,4,0,0,0,0,0.0,0.0,0.0,0.0
118,35636,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
119,35938,-495.49999999999955,302,12,0,0,0,0,0.0,0.0,0.0,0.0
120,36240,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
121,36542,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
122,36844,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
123,37146,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
124,37448,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
125,37750,-463.5999999999999,302,8,0,0,0,0,0.0,0.0,0.0,0.0
126,38052,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
127,38354,-455.2,302,8,0,0,0,0,0.0,0.0,0.0,0.0
128,38656,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
129,38958,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
130,39260,-465.59999999999985,302,8,0,0,0,0,0.0,0.0,0.0,0.0
131,39562,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
132,39864,123.39999999999989,302,10,0,0,0,0,0.0,0.0,0.0,0.0
133,40166,-478.6999999999997,302,3,0,0,0,0,0.0,0.0,0.0,0.0
134,40468,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
135,40770,-466.2999999999998,302,3,0,0,0,0,0.0,0.0,0.0,0.0
136,41072,-479.5999999999997,302,19,0,0,0,0,0.0,0.0,0.0,0.0
137,41374,-453.1,302,2,0,0,0,0,0.0,0.0,0.0,0.0
138,41676,-470.39999999999975,302,2,0,0,0,0,0.0,0.0,0.0,0.0
139,41978,-460.4999999999999,302,8,0,0,0,0,0.0,0.0,0.0,0.0
140,42280,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
141,42582,-482.7999999999996,302,8,0,0,0,0,0.0,0.0,0.0,0.0
142,42884,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
143,43186,-482.79999999999956,302,8,0,0,0,0,0.0,0.0,0.0,0.0
144,43488,-457.9999999999999,302,4,0,0,0,0,0.0,0.0,0.0,0.0
145,43790,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
146,44092,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
147,44394,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
148,44696,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
149,44998,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
150,45300,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
151,45602,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
152,45904,-459.99999999999994,302,8,0,0,0,0,0.0,0.0,0.0,0.0
153,46206,-457.29999999999995,302,2,0,0,0,0,0.0,0.0,0.0,0.0
154,46508,-481.7999999999996,302,3,0,0,0,0,0.0,0.0,0.0,0.0
155,46810,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
156,47112,-453.7,302,4,0,0,0,0,0.0,0.0,0.0,0.0
157,47414,-482.9999999999996,302,20,0,0,0,0,0.0,0.0,0.0,0.0
158,47716,-485.8999999999995,302,8,0,0,0,0,0.0,0.0,0.0,0.0
159,48018,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
160,48320,-461.89999999999986,302,3,0,0,0,0,0.0,0.0,0.0,0.0
161,48622,-458.19999999999993,302,3,0,0,0,0,0.0,0.0,0.0,0.0
162,48924,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
163,49226,-462.4999999999999,302,8,0,0,0,0,0.0,0.0,0.0,0.0
164,49528,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
165,49830,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
166,50132,145.0,302,8,0,0,0,0,0.0,0.0,0.0,0.0
167,50434,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
168,50736,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
169,51038,-500.0999999999995,302,24,0,0,0,0,0.0,0.0,0.0,0.0
170,51340,115.29999999999988,302,7,0,0,0,0,0.0,0.0,0.0,0.0
171,51642,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
172,51944,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
173,52246,-463.29999999999984,302,4,0,0,0,0,0.0,0.0,0.0,0.0
174,52548,-492.3999999999996,302,7,0,0,0,0,0.0,0.0,0.0,0.0
175,52850,-452.59999999999997,302,3,0,0,0,0,0.0,0.0,0.0,0.0
176,53152,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
177,53454,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
178,53756,-486.7999999999996,302,2,0,0,0,0,0.0,0.0,0.0,0.0
179,54058,-457.8999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
180,54360,-462.0999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
181,54662,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
182,54964,-491.5999999999995,302,35,0,0,0,0,0.0,0.0,0.0,0.0
183,55266,-456.4,302,3,0,0,0,0,0.0,0.0,0.0,0.0
184,55568,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
185,55870,-485.79999999999956,302,8,0,0,0,0,0.0,0.0,0.0,0.0
186,56172,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
187,56474,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
188,56776,-457.09999999999997,302,8,0,0,0,0,0.0,0.0,0.0,0.0
189,57078,-453.29999999999995,302,4,0,0,0,0,0.0,0.0,0.0,0.0
190,57380,-457.0999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
191,57682,143.0,302,2,0,0,0,0,0.0,0.0,0.0,0.0
192,57984,-473.4999999999998,302,12,0,0,0,0,0.0,0.0,0.0,0.0
193,58286,149.09999999999997,302,4,0,0,0,0,0.0,0.0,0.0,0.0
194,58588,-473.39999999999975,302,2,0,0,0,0,0.0,0.0,0.0,0.0
195,58890,143.90000000000003,302,3,0,0,0,0,0.0,0.0,0.0,0.0
196,59192,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
197,59494,-461.4999999999999,302,2,0,0,0,0,0.0,0.0,0.0,0.0
198,59796,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
199,60098,-466.3999999999998,302,8,0,0,0,0,0.0,0.0,0.0,0.0
200,60400,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
201,60702,-468.39999999999986,302,12,0,0,0,0,0.0,0.0,0.0,0.0
202,61004,130.19999999999993,302,14,0,0,0,0,0.0,0.0,0.0,0.0
203,61306,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
204,61608,-467.49999999999983,302,8,0,0,0,0,0.0,0.0,0.0,0.0
205,61910,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
206,62212,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
207,62514,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
208,62816,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
209,63118,-454.59999999999985,302,3,0,0,0,0,0.0,0.0,0.0,0.0
210,63420,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
211,63722,-500.69999999999953,302,11,0,0,0,0,0.0,0.0,0.0,0.0
212,64024,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
213,64326,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
214,64628,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
215,64930,-459.59999999999997,302,8,0,0,0,0,0.0,0.0,0.0,0.0
216,65232,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
217,65534,-503.29999999999944,302,12,0,0,0,0,0.0,0.0,0.0,0.0
218,65836,-481.8999999999997,302,15,0,0,0,0,0.0,0.0,0.0,0.0
219,66138,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
220,66440,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
221,66742,-499.29999999999944,302,4,0,0,0,0,0.0,0.0,0.0,0.0
222,67044,-454.0999999999999,302,2,0,0,0,0,0.0,0.0,0.0,0.0
223,67346,-462.49999999999983,302,2,0,0,0,0,0.0,0.0,0.0,0.0
224,67648,-457.79999999999995,302,4,0,0,0,0,0.0,0.0,0.0,0.0
225,67950,-479.09999999999957,302,2,0,0,0,0,0.0,0.0,0.0,0.0
226,68252,-489.3999999999996,302,10,0,0,0,0,0.0,0.0,0.0,0.0
227,68554,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
228,68856,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
229,69158,-464.5999999999999,302,4,0,0,0,0,0.0,0.0,0.0,0.0
230,69460,-491.79999999999956,302,16,0,0,0,0,0.0,0.0,0.0,0.0
231,69762,-492.8999999999995,302,20,0,0,0,0,0.0,0.0,0.0,0.0
232,70064,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
233,70366,115.49999999999991,302,2,0,0,0,0,0.0,0.0,0.0,0.0
234,70668,-491.1999999999996,302,12,0,0,0,0,0.0,0.0,0.0,0.0
235,70970,-486.99999999999966,302,11,0,0,0,0,0.0,0.0,0.0,0.0
236,71272,-457.0999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
237,71574,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
238,71876,-487.19999999999953,302,3,0,0,0,0,0.0,0.0,0.0,0.0
239,72178,-464.2999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
240,72480,-456.79999999999995,302,4,0,0,0,0,0.0,0.0,0.0,0.0
241,72782,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
242,73084,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
243,73386,-480.1999999999997,302,12,0,0,0,0,0.0,0.0,0.0,0.0
244,73688,-502.29999999999944,302,28,0,0,0,0,0.0,0.0,0.0,0.0
245,73990,-511.1999999999994,302,15,0,0,0,0,0.0,0.0,0.0,0.0
246,74292,-472.0999999999998,302,8,0,0,0,0,0.0,0.0,0.0,0.0
247,74594,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
248,74896,137.99999999999997,302,11,0,0,0,0,0.0,0.0,0.0,0.0
249,75198,-457.19999999999993,302,2,0,0,0,0,0.0,0.0,0.0,0.0
250,75500,146.89999999999998,302,8,0,0,0,0,0.0,0.0,0.0,0.0
251,75802,-458.79999999999995,302,12,0,0,0,0,0.0,0.0,0.0,0.0
252,76104,-471.59999999999985,302,12,0,0,0,0,0.0,0.0,0.0,0.0
253,76406,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
254,76708,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
255,77010,-483.29999999999956,302,4,0,0,0,0,0.0,0.0,0.0,0.0
256,77312,-462.99999999999994,302,2,0,0,0,0,0.0,0.0,0.0,0.0
257,77614,-460.49999999999983,302,4,0,0,0,0,0.0,0.0,0.0,0.0
258,77916,-499.09999999999945,302,11,0,0,0,0,0.0,0.0,0.0,0.0
259,78218,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
260,78520,-457.29999999999995,302,8,0,0,0,0,0.0,0.0,0.0,0.0
261,78822,-455.59999999999997,302,8,0,0,0,0,0.0,0.0,0.0,0.0
262,79124,-493.19999999999953,302,2,0,0,0,0,0.0,0.0,0.0,0.0
263,79426,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
264,79728,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
265,80030,-464.49999999999983,302,4,0,0,0,0,0.0,0.0,0.0,0.0
266,80332,-487.7999999999997,302,12,0,0,0,0,0.0,0.0,0.0,0.0
267,80634,-500.49999999999943,302,30,0,0,0,0,0.0,0.0,0.0,0.0
268,80936,-460.9999999999999,302,8,0,0,0,0,0.0,0.0,0.0,0.0
269,81238,-493.4999999999996,302,15,0,0,0,0,0.0,0.0,0.0,0.0
270,81540,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
271,81842,-476.7999999999997,302,4,0,0,0,0,0.0,0.0,0.0,0.0
272,82144,-466.49999999999983,302,8,0,0,0,0,0.0,0.0,0.0,0.0
273,82446,-476.3999999999997,302,12,0,0,0,0,0.0,0.0,0.0,0.0
274,82748,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
275,83050,-459.0999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
276,83352,-500.0999999999995,302,12,0,0,0,0,0.0,0.0,0.0,0.0
277,83654,-458.8999999999998,302,2,0,0,0,0,0.0,0.0,0.0,0.0
278,83956,-459.5,302,7,0,0,0,0,0.0,0.0,0.0,0.0
279,84258,-489.3999999999995,302,20,0,0,0,0,0.0,0.0,0.0,0.0
280,84560,-454.79999999999995,302,2,0,0,0,0,0.0,0.0,0.0,0.0
281,84862,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
282,85164,-460.6999999999999,302,2,0,0,0,0,0.0,0.0,0.0,0.0
283,85466,-465.1999999999999,302,3,0,0,0,0,0.0,0.0,0.0,0.0
284,85768,-514.2999999999994,302,7,0,0,0,0,0.0,0.0,0.0,0.0
285,86070,-462.8999999999999,302,4,0,0,0,0,0.0,0.0,0.0,0.0
286,86372,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
287,86674,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
288,86976,-477.6999999999997,302,10,0,0,0,0,0.0,0.0,0.0,0.0
289,87278,-461.39999999999986,302,12,0,0,0,0,0.0,0.0,0.0,0.0
290,87580,-454.79999999999995,302,2,0,0,0,0,0.0,0.0,0.0,0.0
291,87882,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
292,88184,-455.09999999999997,302,4,0,0,0,0,0.0,0.0,0.0,0.0
293,88486,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
294,88788,-459.09999999999985,302,4,0,0,0,0,0.0,0.0,0.0,0.0
295,89090,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
296,89392,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
297,89694,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
298,89996,-495.4999999999996,302,9,0,0,0,0,0.0,0.0,0.0,0.0
299,90298,-488.0999999999996,302,4,0,0,0,0,0.0,0.0,0.0,0.0
300,90600,-507.3999999999994,302,13,0,0,0,0,0.0,0.0,0.0,0.0
301,90902,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
302,91204,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
303,91506,-465.39999999999986,302,4,0,0,0,0,0.0,0.0,0.0,0.0
304,91808,-459.49999999999994,302,3,0,0,0,0,0.0,0.0,0.0,0.0
305,92110,-462.0,302,11,0,0,0,0,0.0,0.0,0.0,0.0
306,92412,146.5,302,3,0,0,0,0,0.0,0.0,0.0,0.0
307,92714,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
308,93016,-503.89999999999947,302,16,0,0,0,0,0.0,0.0,0.0,0.0
309,93318,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
310,93620,-467.4999999999998,302,8,0,0,0,0,0.0,0.0,0.0,0.0
311,93922,-455.49999999999994,302,8,0,0,0,0,0.0,0.0,0.0,0.0
312,94224,-474.2999999999998,302,12,0,0,0,0,0.0,0.0,0.0,0.0
313,94526,-455.5,302,8,0,0,0,0,0.0,0.0,0.0,0.0
314,94828,-461.99999999999994,302,3,0,0,0,0,0.0,0.0,0.0,0.0
315,95130,-476.09999999999974,302,4,0,0,0,0,0.0,0.0,0.0,0.0
316,95432,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
317,95734,-466.8999999999998,302,11,0,0,0,0,0.0,0.0,0.0,0.0
318,96036,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
319,96338,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
320,96640,-457.59999999999997,302,4,0,0,0,0,0.0,0.0,0.0,0.0
321,96942,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
322,97244,-472.5999999999997,302,8,0,0,0,0,0.0,0.0,0.0,0.0
323,97546,-473.3999999999998,302,4,0,0,0,0,0.0,0.0,0.0,0.0
324,97848,-466.29999999999984,302,7,0,0,0,0,0.0,0.0,0.0,0.0
325,98150,-501.39999999999935,302,3,0,0,0,0,0.0,0.0,0.0,0.0
326,98452,-3020.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
327,98754,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
328,99056,-499.4999999999995,302,16,0,0,0,0,0.0,0.0,0.0,0.0
329,99358,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
330,99660,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
331,99962,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
332,100264,-455.09999999999997,302,3,0,0,0,0,0.0,0.0,0.0,0.0
