episode,total_steps,episode_reward,episode_length,interventions,violations_adequacy,violations_consistency,violations_stability,violations_timeliness,lagrange_0,lagrange_1,lagrange_2,lagrange_3
46,13892,-38.20000000000001,302,20,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
47,14194,-609.4999999999999,302,48,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
48,14496,-643.1000000000009,302,31,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
49,14798,-3624.0,302,302,0,302,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
50,15100,-660.2000000000012,302,4,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
51,15402,-652.8000000000012,302,12,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
52,15704,-647.0000000000008,302,11,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
53,16006,-655.7000000000012,302,12,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
54,16308,-660.8000000000011,302,0,0,0,0,0,17.6552677154541,123.40309143066406,8.324906349182129,10.90748405456543
55,16610,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
56,16912,-652.2000000000012,302,23,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
57,17214,-614.4000000000002,302,6,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
58,17516,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
59,17818,-662.5000000000013,302,4,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
60,18120,-649.7000000000011,302,19,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
61,18422,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
62,18724,-658.3000000000012,302,12,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
63,19026,-662.3000000000013,302,4,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
64,19328,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
65,19630,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
66,19932,-644.4000000000005,302,17,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
67,20234,-662.0000000000011,302,0,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
68,20536,-662.1000000000009,302,4,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
69,20838,-663.6000000000013,302,0,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
70,21140,-41.10000000000006,302,19,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
71,21442,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
72,21744,-598.0,302,30,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
73,22046,-657.0000000000013,302,16,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
74,22348,-661.0000000000013,302,8,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
75,22650,-649.100000000001,302,20,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
76,22952,-638.8000000000005,302,16,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
77,23254,-578.8000000000001,302,16,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
78,23556,-658.5000000000009,302,12,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
79,23858,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
80,24160,-3624.0,302,302,0,302,0,0,226866.171875,1265856.375,133241.5625,143967.9375
81,24462,-655.4000000000007,302,16,0,0,0,0,226866.171875,1265856.375,133241.5625,143967.9375
82,24764,-653.2000000000008,302,8,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
83,25066,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
84,25368,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
85,25670,-612.3,302,26,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
86,25972,-642.4000000000005,302,16,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
87,26274,-26.399999999999935,302,23,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
88,26576,-654.9000000000011,302,12,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
89,26878,-664.4000000000013,302,0,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
90,27180,-662.3000000000013,302,4,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
91,27482,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
92,27784,-3020.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
93,28086,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
94,28388,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
95,28690,-654.9000000000002,302,12,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
96,28992,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
97,29294,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
98,29596,-612.6999999999998,302,16,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
99,29898,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
100,30200,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
101,30502,-646.5000000000009,302,20,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
102,30804,-631.4000000000005,302,34,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
103,31106,-40.10000000000003,302,20,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
104,31408,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
105,31710,-661.4000000000012,302,8,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
106,32012,-630.7000000000003,302,8,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
107,32314,-646.2000000000006,302,15,0,0,0,0,10369805.0,26696630.0,10701745.0,7365159.0
108,32616,-3624.0,302,302,0,302,0,0,10369805.0,26696630.0,10701745.0,7365159.0
109,32918,-633.8000000000003,302,15,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
110,33220,-664.2000000000013,302,0,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
111,33522,-631.2000000000003,302,9,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
112,33824,-3624.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
113,34126,-662.9000000000013,302,4,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
114,34428,-643.9000000000007,302,16,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
115,34730,-3624.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
116,35032,-3624.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
117,35334,-580.0999999999998,302,11,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
118,35636,-664.4000000000013,302,0,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
119,35938,-3624.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
120,36240,-659.700000000001,302,12,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
121,36542,-650.900000000001,302,20,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
122,36844,-3020.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
123,37146,-13.99999999999997,302,10,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
124,37448,-553.2999999999998,302,12,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
125,37750,-616.7000000000003,302,27,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
126,38052,-625.7000000000003,302,20,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
127,38354,-3624.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
128,38656,-655.9000000000005,302,12,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
129,38958,-612.6000000000004,302,14,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
130,39260,-649.6000000000007,302,8,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
131,39562,-623.7,302,10,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
132,39864,-655.0000000000011,302,18,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
133,40166,31.70000000000001,302,16,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
134,40468,-593.0,302,16,0,0,0,0,67606992.0,146638480.0,78977568.0,48594164.0
135,40770,-3624.0,302,302,0,302,0,0,67606992.0,146638480.0,78977568.0,48594164.0
136,41072,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
137,41374,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
138,41676,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
139,41978,-661.4000000000013,302,8,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
140,42280,-664.4000000000013,302,0,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
141,42582,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
142,42884,-653.4000000000009,302,5,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
143,43186,-664.4000000000013,302,0,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
144,43488,-657.2000000000008,302,12,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
145,43790,-57.90000000000028,302,4,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
146,44092,-628.8000000000004,302,16,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
147,44394,-38.30000000000001,302,18,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
148,44696,-594.3,302,15,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
149,44998,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
150,45300,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
151,45602,-661.4000000000012,302,8,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
152,45904,-659.500000000001,302,12,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
153,46206,-631.7000000000002,302,17,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
154,46508,-596.7000000000002,302,14,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
155,46810,-606.1000000000001,302,24,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
156,47112,-661.0000000000013,302,8,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
157,47414,-660.8000000000012,302,8,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
158,47716,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
159,48018,-593.5999999999999,302,12,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
160,48320,-655.600000000001,302,8,0,0,0,0,279572800.0,534459008.0,331227136.0,200604720.0
161,48622,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
162,48924,-3624.0,302,302,0,302,0,0,279572800.0,534459008.0,331227136.0,200604720.0
163,49226,-646.8000000000011,302,17,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
164,49528,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
165,49830,-664.4000000000013,302,0,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
166,50132,-565.6999999999998,302,10,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
167,50434,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
168,50736,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
169,51038,-664.4000000000013,302,0,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
170,51340,-58.900000000000304,302,4,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
171,51642,-662.9000000000013,302,4,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
172,51944,-50.800000000000196,302,18,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
173,52246,-664.4000000000013,302,0,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
174,52548,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
175,52850,-621.1000000000005,302,14,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
176,53152,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
177,53454,-597.7999999999998,302,12,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
178,53756,-58.900000000000304,302,4,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
179,54058,12.300000000000015,302,12,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
180,54360,-664.4000000000013,302,0,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
181,54662,-655.9000000000009,302,20,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
182,54964,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
183,55266,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
184,55568,-653.8000000000008,302,16,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
185,55870,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
186,56172,-3624.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
187,56474,-664.4000000000013,302,0,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
188,56776,-3020.0,302,302,0,302,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
189,57078,-664.4000000000013,302,0,0,0,0,0,847842880.0,1506771712.0,1013174976.0,619302208.0
190,57380,-652.800000000001,302,20,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
191,57682,-3020.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
192,57984,-49.70000000000017,302,20,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
193,58286,-664.4000000000013,302,0,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
194,58588,-656.6000000000009,302,16,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
195,58890,-3020.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
196,59192,-603.6000000000001,302,10,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
197,59494,-599.7,302,10,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
198,59796,-664.4000000000013,302,0,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
199,60098,-3624.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
200,60400,-664.4000000000013,302,0,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
201,60702,-662.7000000000012,302,4,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
202,61004,-664.4000000000013,302,0,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
203,61306,-633.9000000000008,302,15,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
204,61608,-657.8000000000012,302,15,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
205,61910,-3624.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
206,62212,-3624.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
207,62514,-3624.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
208,62816,-593.1999999999999,302,15,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
209,63118,-659.900000000001,302,12,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
210,63420,-610.9000000000001,302,10,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
211,63722,-650.7000000000007,302,12,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
212,64024,-3624.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
213,64326,-603.5000000000002,302,16,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
214,64628,-3624.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
215,64930,-661.4000000000012,302,8,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
216,65232,-3020.0,302,302,0,302,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
217,65534,-652.0000000000005,302,16,0,0,0,0,2370929920.0,4037636864.0,2886763264.0,1758929152.0
218,65836,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
219,66138,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
220,66440,-58.9000000000003,302,4,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
221,66742,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
222,67044,-642.4000000000007,302,16,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
223,67346,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
224,67648,-650.1000000000009,302,16,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
225,67950,-662.2000000000013,302,4,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
226,68252,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
227,68554,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
228,68856,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
229,69158,-620.8000000000001,302,20,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
230,69460,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
231,69762,-641.4000000000008,302,16,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
232,70064,-60.40000000000032,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
233,70366,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
234,70668,-612.1000000000001,302,15,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
235,70970,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
236,71272,-662.9000000000013,302,4,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
237,71574,-660.6000000000009,302,8,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
238,71876,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
239,72178,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
240,72480,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
241,72782,-662.2000000000013,302,4,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
242,73084,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
243,73386,-3624.0,302,302,0,302,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
244,73688,-664.4000000000013,302,0,0,0,0,0,4590904832.0,7619094528.0,5618056192.0,3430168064.0
245,73990,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
246,74292,-640.4000000000007,302,16,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
247,74594,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
248,74896,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
249,75198,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
250,75500,-593.8999999999999,302,11,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
251,75802,-654.0000000000011,302,16,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
252,76104,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
253,76406,-13.199999999999967,302,12,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
254,76708,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
255,77010,-630.6000000000006,302,13,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
256,77312,-3624.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
257,77614,-3020.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
258,77916,-3624.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
259,78218,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
260,78520,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
261,78822,-610.0000000000002,302,16,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
262,79124,-3624.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
263,79426,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
264,79728,-3624.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
265,80030,-556.5999999999998,302,4,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
266,80332,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
267,80634,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
268,80936,-3624.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
269,81238,-664.4000000000013,302,0,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
270,81540,-3624.0,302,302,0,302,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
271,81842,-654.100000000001,302,16,0,0,0,0,9869205504.0,15970299904.0,12107284480.0,7416798208.0
272,82144,-664.4000000000013,302,0,0,0,0,0,17270016000.0,27536621568.0,21244825600.0,13026608128.0
273,82446,-664.4000000000013,302,0,0,0,0,0,17270016000.0,27536621568.0,21244825600.0,13026608128.0
274,82748,-3624.0,302,302,0,302,0,0,17270016000.0,27536621568.0,21244825600.0,13026608128.0
