update_idx,total_steps,policy_loss,value_loss,entropy,constraint_loss_0,constraint_loss_1,constraint_loss_2,constraint_loss_3,constraint_violation_0,constraint_violation_1,constraint_violation_2,constraint_violation_3,lagrange_0,lagrange_1,lagrange_2,lagrange_3
10,90112,-0.055352013095216535,1230.4216139316559,0.33053188216581475,15965331914752.0,15762887540736.0,12122092208128.0,18192049111040.0,15965331914752.0,15762887540736.0,12122092208128.0,18192049111040.0,25647331328.0,24309764096.0,19400519680.0,29336035328.0
11,98304,-0.07681719856009295,1121.4264913350344,0.29783481480990304,27420518252544.0,27377990107136.0,20807659028480.0,31215881027584.0,27420518252544.0,27377990107136.0,20807659028480.0,31215881027584.0,41612664832.0,40072650752.0,31522611200.0,47528083456.0
12,106496,-0.06735013381603494,877.3779920339584,0.21997888786063413,41550218264576.0,41909854666752.0,31526995623936.0,47343139291136.0,41550218264576.0,41909854666752.0,31526995623936.0,47343139291136.0,69033181184.0,67450642432.0,52330270720.0,78743961600.0
13,114688,-0.06952139863278717,794.3880081102252,0.4072756890091114,43927176478720.0,44858756562944.0,33411993436160.0,50167378083840.0,43927176478720.0,44858756562944.0,33411993436160.0,50167378083840.0,110583398400.0,109360496640.0,83857268736.0,126087102464.0
14,122880,-0.07985230620215589,987.5995534658432,0.24873264990310417,60843014225920.0,62255064416256.0,46117714657280.0,69405169942528.0,60843014225920.0,62255064416256.0,46117714657280.0,69405169942528.0,154510573568.0,154219249664.0,117269266432.0,176254484480.0
15,131072,-0.08455588259221258,562.9415652193129,0.15616239030714496,98769550966784.0,101463434985472.0,74715779563520.0,112679045824512.0,98769550966784.0,101463434985472.0,74715779563520.0,112679045824512.0,215353589760.0,216474320896.0,163386982400.0,245659664384.0
16,139264,-0.07681917654372228,466.2973633855581,0.1172142012110271,135555660644352.0,140421204279296.0,102863443329024.0,154962218713088.0,135555660644352.0,140421204279296.0,102863443329024.0,154962218713088.0,314123157504.0,317937745920.0,238102773760.0,358338723840.0
17,147456,-0.04307610686191765,759.6280651241541,0.2789551991590997,141096168456192.0,146661875646464.0,106808169463808.0,161303570153472.0,141096168456192.0,146661875646464.0,106808169463808.0,161303570153472.0,449678835712.0,458358980608.0,340966211584.0,513300955136.0
18,155648,-0.08130853869170096,630.512737646699,0.2896268451004289,162935489953792.0,169976535187456.0,123229154836480.0,186417636442112.0,162935489953792.0,169976535187456.0,123229154836480.0,186417636442112.0,590774992896.0,605020880896.0,447774392320.0,674604515328.0
19,163840,-0.08060090547496657,871.5096873641014,0.08654513673923248,230977116831744.0,242169667387392.0,174919673446400.0,264621776699392.0,230977116831744.0,242169667387392.0,174919673446400.0,264621776699392.0,753710530560.0,774997409792.0,571003568128.0,861022191616.0
20,172032,-0.07060351036216161,260.51461419835687,0.1861528813096811,264716081430528.0,277920153075712.0,200037799821312.0,303266265038848.0,264716081430528.0,277920153075712.0,200037799821312.0,303266265038848.0,984687640576.0,1017167085568.0,745923280896.0,1125643976704.0
21,180224,-0.07871644904025743,512.1851797252893,0.12886021781923773,338895803777024.0,357703130021888.0,256609229996032.0,388787016302592.0,338895803777024.0,357703130021888.0,256609229996032.0,388787016302592.0,1249403731968.0,1295087304704.0,945961107456.0,1428910243840.0
22,188416,-0.08925399702457071,425.3020138517022,0.15927204507534043,489707439915008.0,518061740261376.0,370618901987328.0,561325549813760.0,489707439915008.0,518061740261376.0,370618901987328.0,561325549813760.0,1588299563008.0,1652790394880.0,1202570395648.0,1817697320960.0
23,196608,-0.08175054048751917,581.365096218884,0.0568106575170475,583350309879808.0,618941630119936.0,441720038752256.0,668052031012864.0,583350309879808.0,618941630119936.0,441720038752256.0,668052031012864.0,2078007099392.0,2170852212736.0,1573189320704.0,2379022860288.0
24,204800,-0.08609004298250511,406.15665166452527,0.09212171008167758,639301855477760.0,681431055466496.0,484863253676032.0,732019327762432.0,639301855477760.0,681431055466496.0,484863253676032.0,732019327762432.0,2661357453312.0,2789793857536.0,2014909300736.0,3047074824192.0
25,212992,-0.07692202645284851,376.0248194783926,0.05935330804406114,731153287872512.0,783172119822336.0,555934258561024.0,837121740898304.0,731153287872512.0,783172119822336.0,555934258561024.0,837121740898304.0,3300659298304.0,3471224864768.0,2499772678144.0,3779094118400.0
26,221184,-0.05923138025718799,470.6111474633217,0.03687549279835722,967473864114176.0,1038428535783424.0,736016063266816.0,1106542891892736.0,967473864114176.0,1038428535783424.0,736016063266816.0,1106542891892736.0,4031812468736.0,4254397104128.0,3055706963968.0,4616215855104.0
27,229376,-0.08681790976379489,410.81692457199097,0.04643953779586241,1022166447423488.0,1098099590168576.0,776748459360256.0,1167112802402304.0,1022166447423488.0,1098099590168576.0,776748459360256.0,1167112802402304.0,4999286358016.0,5292825772032.0,3791723167744.0,5722758709248.0
28,237568,-0.07684018588133767,230.31647497043014,0.08463383991413131,1061465599508480.0,1145319198818304.0,808374115500032.0,1211928235999232.0,1061465599508480.0,1145319198818304.0,808374115500032.0,1211928235999232.0,6021452922880.0,6390925492224.0,4568471568384.0,6889871507456.0
29,245760,-0.08193201143421902,277.01572397351265,0.15026850407230086,1420038997278720.0,1535761656578048.0,1082640392257536.0,1619928654282752.0,1420038997278720.0,1535761656578048.0,1082640392257536.0,1619928654282752.0,7082918543360.0,7536244686848.0,5376845545472.0,8101799919616.0
30,253952,-0.07928652763894206,273.1586376838386,0.11588032297913742,1580184637538304.0,1712501574074368.0,1205450083139584.0,1800985416564736.0,1580184637538304.0,1712501574074368.0,1205450083139584.0,1800985416564736.0,8502957309952.0,9072006922240.0,6459486109696.0,9721728729088.0
31,262144,-0.08530131935822283,305.248748280108,0.1594465001817298,1819565981958144.0,1980589137723392.0,1391947495243776.0,2074329483313152.0,1819565981958144.0,1980589137723392.0,1391947495243776.0,2074329483313152.0,10083142467584.0,10784508739584.0,7664936419328.0,11522714632192.0
32,270336,-0.08177144135333947,290.753271587193,0.10337782671103923,2143007620988928.0,2334796835454976.0,1639241243164672.0,2440020581416960.0,2143007620988928.0,2334796835454976.0,1639241243164672.0,2440020581416960.0,11902708088832.0,12765097885696.0,9056884359168.0,13597044375552.0
33,278528,-0.08328343175708142,244.3655369821936,0.10350581846614659,1929384537620480.0,2111059640975360.0,1479048895135744.0,2196939122671616.0,1929384537620480.0,2111059640975360.0,1479048895135744.0,2196939122671616.0,14045715365888.0,15099894956032.0,10696125317120.0,16037064998912.0
34,286720,-0.041501826422972954,247.03633405081928,0.052865351150529705,2894452280524800.0,3167822385512448.0,2218719707136000.0,3291525765136384.0,2894452280524800.0,3167822385512448.0,2218719707136000.0,3291525765136384.0,15975100448768.0,17210955268096.0,12175174270976.0,18234004733952.0
35,294912,-0.08489312040728691,312.14862770959735,0.08341424765894628,2674957171556352.0,2939040483508224.0,2055062796894208.0,3041870322073600.0,2674957171556352.0,2939040483508224.0,2055062796894208.0,3041870322073600.0,18869552939008.0,20378776764416.0,14393893978112.0,21525530935296.0
36,303104,-0.06263973950535728,164.22625192254782,0.08284699764655745,3627363216654336.0,3984243592003584.0,2784250399031296.0,4118315827986432.0,3627363216654336.0,3984243592003584.0,2784250399031296.0,4118315827986432.0,21544510160896.0,23317817851904.0,16448957186048.0,24567401676800.0
37,311296,-0.044095904093410354,304.21534300222993,0.19370668608462438,3615330865774592.0,3980035060924416.0,2778771094503424.0,4102874346815488.0,3615330865774592.0,3980035060924416.0,2778771094503424.0,4102874346815488.0,25171874283520.0,27302062718976.0,19233207484416.0,28685717471232.0
38,319488,-0.07995821706390416,262.0208362787962,0.22856670102191856,3140592292855808.0,3463767912349696.0,2415072727007232.0,3561133210337280.0,3140592292855808.0,3463767912349696.0,2415072727007232.0,3561133210337280.0,28787204947968.0,31282098601984.0,22011977924608.0,32788591935488.0
39,327680,-0.03517282898974372,173.2991037350148,0.11564470986365905,4275079986806784.0,4722115752230912.0,3290527990546432.0,4844540036907008.0,4275079986806784.0,4722115752230912.0,3290527990546432.0,4844540036907008.0,31927797022720.0,34745865994240.0,24427051876352.0,36349725900800.0
40,335872,-0.08032246522816422,221.15540894307196,0.04994829616022756,4691194672054272.0,5191177720561664.0,3613938491064320.0,5312886893182976.0,4691194672054272.0,5191177720561664.0,3613938491064320.0,5312886893182976.0,36202879123456.0,39467981209600.0,27717579833344.0,41194264461312.0
41,344064,-0.06395071828137588,189.08244710508734,0.0020042238197841983,5600856397316096.0,6207346581700608.0,4317818937933824.0,6339214425718784.0,5600856397316096.0,6207346581700608.0,4317818937933824.0,6339214425718784.0,40894073929728.0,44659158024192.0,31331517988864.0,46507151589376.0
42,352256,-0.09129987506366888,207.1064122915268,0.06066882787889938,6514940865150976.0,7220208854892544.0,5020354523168768.0,7364397886341120.0,6514940865150976.0,7220208854892544.0,5020354523168768.0,7364397886341120.0,46494929387520.0,50866505646080.0,35649335853056.0,52846368129024.0
43,360448,-0.058611077652130916,214.23442254960537,0.188184026916133,7382343870316544.0,8197696703692800.0,5696852137607168.0,8342545549492224.0,7382343870316544.0,8197696703692800.0,5696852137607168.0,8342545549492224.0,53009870487552.0,58086714769408.0,40669691248640.0,60210764840960.0
44,368640,-0.0627386706555626,135.1770876981318,0.1935904304482392,8150377438380032.0,9059328346554368.0,6292077159645184.0,9203618846605312.0,8150377438380032.0,9059328346554368.0,6292077159645184.0,9203618846605312.0,60392214626304.0,66284410634240.0,46366545936384.0,68553310994432.0
45,376832,-0.051538677640564856,148.91088334284723,0.09256092084644241,7883318519398400.0,8772942074740736.0,6087559943815168.0,8895508093337600.0,7883318519398400.0,8772942074740736.0,6087559943815168.0,8895508093337600.0,68542594547712.0,75343742369792.0,52658622693376.0,77756926787584.0
46,385024,-0.07827547578199301,167.61969445552677,0.09670988795005542,1.0367049251422208e+16,1.1550011020017664e+16,8010369020723200.0,1.1691685884985344e+16,1.0367049251422208e+16,1.1550011020017664e+16,8010369020723200.0,1.1691685884985344e+16,76425914744832.0,84116682833920.0,58746185187328.0,86652433203200.0
47,393216,-0.08841803345148946,186.71092883124948,0.16683129384182394,9773210966949888.0,1.0915642202914816e+16,7564320024035328.0,1.10224161636352e+16,9773210966949888.0,1.0915642202914816e+16,7564320024035328.0,1.10224161636352e+16,86792967553024.0,95666697142272.0,66756555046912.0,98344122712064.0
48,401408,-0.02667934344299283,209.34272435959429,0.16439388282014988,1.1132148283080704e+16,1.2427392307953664e+16,8610836587216896.0,1.2539152725704704e+16,1.1132148283080704e+16,1.2427392307953664e+16,8610836587216896.0,1.2539152725704704e+16,96566182412288.0,106582339747840.0,74320877453312.0,109366543908864.0
49,409600,-0.08407333510876924,113.48828693665564,0.0985996294589313,1.2103839536644096e+16,1.3539176804777984e+16,9373501983031296.0,1.3631230838833152e+16,1.2103839536644096e+16,1.3539176804777984e+16,9373501983031296.0,1.3631230838833152e+16,107698334990336.0,119009735344128.0,82931716456448.0,121905700929536.0
50,417792,-0.05214590413652331,104.66378080379218,0.18577462272332923,1.0248603717074944e+16,1.1474067408289792e+16,7939743652249600.0,1.153323809898496e+16,1.0248603717074944e+16,1.1474067408289792e+16,7939743652249600.0,1.153323809898496e+16,119802173587456.0,132548915101696.0,92305222533120.0,135536928882688.0
51,425984,-0.06414567701358465,154.42281248327345,0.00021477383763783553,1.335494310887424e+16,1.4950216369176576e+16,1.0343101587521536e+16,1.5012664119918592e+16,1.335494310887424e+16,1.4950216369176576e+16,1.0343101587521536e+16,1.5012664119918592e+16,130050779250688.0,144022987341824.0,100244964507648.0,147070165975040.0
52,434176,-0.07711807002760906,141.10577840916812,0.14095073776115896,1.240865980809216e+16,1.3901484139741184e+16,9614576349872128.0,1.3940098043215872e+16,1.240865980809216e+16,1.3901484139741184e+16,9614576349872128.0,1.3940098043215872e+16,143405720010752.0,158973198073856.0,110588067840000.0,162082838282240.0
53,442368,-0.028423529241990764,108.71769025921822,0.1198126147091898,1.4521212487073792e+16,1.6298143536644096e+16,1.1264064982351872e+16,1.630925783826432e+16,1.4521212487073792e+16,1.6298143536644096e+16,1.1264064982351872e+16,1.630925783826432e+16,155814383845376.0,172874681810944.0,120202645733376.0,176022943170560.0
54,450560,-0.037241787647872115,190.01079278439283,0.0764121925672594,1.828594352180429e+16,2.053027438736179e+16,1.4186025723101184e+16,2.052119482649805e+16,1.828594352180429e+16,2.053027438736179e+16,1.4186025723101184e+16,2.052119482649805e+16,170335601164288.0,189172824408064.0,131466709172224.0,192332209061888.0
55,458752,-0.07221764962923771,104.06759342644364,0.03933583702308674,2.003366235131085e+16,2.2504411007811584e+16,1.5545417232023552e+16,2.246719726367539e+16,2.003366235131085e+16,2.2504411007811584e+16,1.5545417232023552e+16,2.246719726367539e+16,188621541867520.0,209703103627264.0,145652742881280.0,212853411807232.0
56,466944,-0.07480184639825893,102.25437221955508,0.12107149080225099,1.7541535495094272e+16,1.972138601663693e+16,1.3615065655672832e+16,1.965900161666253e+16,1.7541535495094272e+16,1.972138601663693e+16,1.3615065655672832e+16,1.965900161666253e+16,208655198715904.0,232207507521536.0,161198158905344.0,235320603836416.0
57,475136,-0.07900451668410824,98.47478949371725,0.0655237249191522,2.3251303673102336e+16,2.6169338813743104e+16,1.806395598962688e+16,2.604901100997837e+16,2.3251303673102336e+16,2.6169338813743104e+16,1.806395598962688e+16,2.604901100997837e+16,226196734345216.0,251928890048512.0,174813222010880.0,254979608674304.0
58,483328,-0.05782375148282881,107.61144361738116,1.2970072515300357e-06,2.6322797995229184e+16,2.9617787383054336e+16,2.043739571958579e+16,2.9458594420228096e+16,2.6322797995229184e+16,2.9617787383054336e+16,2.043739571958579e+16,2.9458594420228096e+16,249448043118592.0,278098226446336.0,192877183369216.0,281028618878976.0
59,491520,-0.06751120552553402,148.63749146461487,0.032857275108162456,2.5520251143716864e+16,2.8757580595593216e+16,1.9837633601470464e+16,2.855498484075725e+16,2.5520251143716864e+16,2.8757580595593216e+16,1.9837633601470464e+16,2.855498484075725e+16,275770840711168.0,307716018929664.0,213314583920640.0,310487212359680.0
60,499712,-0.08304695605329471,96.64846887346357,0.09050822531298763,2.766921011298304e+16,3.1183496235974656e+16,2.1502360777916416e+16,3.093296649863168e+16,2.766921011298304e+16,3.1183496235974656e+16,2.1502360777916416e+16,3.093296649863168e+16,301291083399168.0,336473609994240.0,233152215777280.0,339042201763840.0
61,507904,-0.029663256661024207,118.62043089326471,0.20955955389581504,2.1687132418473984e+16,2.4476625630396416e+16,1.687028794130432e+16,2.424081904094413e+16,2.1687132418473984e+16,2.4476625630396416e+16,1.687028794130432e+16,2.424081904094413e+16,328960302907392.0,367657119383552.0,254654583668736.0,369975160209408.0
62,516096,-0.07670094111472281,137.8634029533714,0.2022243988903938,2.885119370277683e+16,3.2556672442433536e+16,2.2436228401987584e+16,3.221809587552256e+16,2.885119370277683e+16,3.2556672442433536e+16,2.2436228401987584e+16,3.221809587552256e+16,350647438278656.0,392133735350272.0,271524879663104.0,394215989182464.0
63,524288,-0.04255409543384303,85.33867896767333,0.07666296228083314,3.796748942180352e+16,4.288656271055258e+16,2.955030056193229e+16,4.238457122796339e+16,3.796748942180352e+16,4.288656271055258e+16,2.955030056193229e+16,4.238457122796339e+16,379498646208512.0,424690392760320.0,293961117728768.0,426434082373632.0
64,532480,-0.03278923316793225,109.55616620741785,0.05126551430824566,3.417424087796941e+16,3.861909609014886e+16,2.6603849917661184e+16,3.812746406867763e+16,3.417424087796941e+16,3.861909609014886e+16,2.6603849917661184e+16,3.812746406867763e+16,417466123550720.0,467576949833728.0,323511432249344.0,468818665144320.0
65,540672,-0.05290749849518761,113.63338821474463,0.15699226338983863,3.5046711944544256e+16,3.961372891152384e+16,2.727781833323315e+16,3.907252437752218e+16,3.5046711944544256e+16,3.961372891152384e+16,2.727781833323315e+16,3.907252437752218e+16,451640373018624.0,506196054245376.0,350115298541568.0,506946130018304.0
66,548864,0.0031265568368326058,114.07680132891983,0.13529500501863367,4.046972448355123e+16,4.577841573055693e+16,3.151830826405069e+16,4.510019314987827e+16,4.046972448355123e+16,4.577841573055693e+16,3.151830826405069e+16,4.510019314987827e+16,486687071272960.0,545809779130368.0,377393105600512.0,546018655469568.0
67,557056,-0.04819044859686983,67.75311638182029,0.0674737303303139,4.435897628386918e+16,5.019219041189888e+16,3.4545725484302336e+16,4.940227291172045e+16,4.435897628386918e+16,5.019219041189888e+16,3.4545725484302336e+16,4.940227291172045e+16,527156803272704.0,591588191371264.0,408911421112320.0,591118831976448.0
68,565248,-0.046613743753823655,90.91763638239354,0.22017078546923585,3.2286961381146624e+16,3.658155930995917e+16,2.516819911691469e+16,3.5953143317528576e+16,3.2286961381146624e+16,3.658155930995917e+16,2.516819911691469e+16,3.5953143317528576e+16,571515795931136.0,641780387151872.0,443457151696896.0,640521089318912.0
69,573440,-0.06844901529939307,78.9306009914726,0.12236981449063933,5.258742065843405e+16,5.952778716105933e+16,4.095902004281344e+16,5.84954187570217e+16,5.258742065843405e+16,5.952778716105933e+16,4.095902004281344e+16,5.84954187570217e+16,603802742816768.0,678361965789184.0,468625358061568.0,676474260553728.0
70,581632,-0.07727849582897761,112.08078726008534,0.17170488148985896,5.433898133618688e+16,6.152397629109043e+16,4.232730213403853e+16,6.040566129649254e+16,5.433898133618688e+16,6.152397629109043e+16,4.232730213403853e+16,6.040566129649254e+16,656390188171264.0,737889742749696.0,509584380788736.0,734969701859328.0
71,589824,-0.06971474405963818,89.13326482055709,0.09374005040808697,5.261110740307149e+16,5.964552080457728e+16,4.101524975465267e+16,5.847731117490176e+16,5.261110740307149e+16,5.964552080457728e+16,4.101524975465267e+16,5.847731117490176e+16,710729174876160.0,799413739978752.0,551911686144000.0,795375396978688.0
72,598016,0.06897266799887802,130.04978857003152,0.14108967133506667,6.620320572112896e+16,7.500005036261376e+16,5.15830898009047e+16,7.351314127467315e+16,6.620320572112896e+16,7.500005036261376e+16,5.15830898009047e+16,7.351314127467315e+16,763340309659648.0,859059292995584.0,592926946099200.0,853852718891008.0
73,606208,-0.04074073764104469,92.79686280805618,0.16465994889222202,5.631373428444365e+16,6.389009524929331e+16,4.39251717020713e+16,6.25349385781248e+16,5.631373428444365e+16,6.389009524929331e+16,4.39251717020713e+16,6.25349385781248e+16,829543539539968.0,934059354095616.0,644510040195072.0,927365848891392.0
74,614400,-0.06791270848589193,101.60230631567538,0.3746737702313112,6.00319390121984e+16,6.807699257819136e+16,4.679635304448e+16,6.660353103285453e+16,6.00319390121984e+16,6.807699257819136e+16,4.679635304448e+16,6.660353103285453e+16,885857271676928.0,997949475651584.0,688435207602176.0,989900774047744.0
75,622592,-0.07125266228240434,114.61115142144263,0.34068616715376265,7.144945673358541e+16,8.107908694383002e+16,5.572474823927398e+16,7.924799635665715e+16,7.144945673358541e+16,8.107908694383002e+16,5.572474823927398e+16,7.924799635665715e+16,945889237532672.0,1066026452123648.0,735231560646656.0,1056504308301824.0
76,630784,-0.04992350391057698,140.67090306337923,0.26873042377701495,7.889906462359552e+16,8.955687134979686e+16,6.154506887548109e+16,8.74657204928512e+16,7.889906462359552e+16,8.955687134979686e+16,6.154506887548109e+16,8.74657204928512e+16,1017338702856192.0,1147105502560256.0,790956345393152.0,1135752293384192.0
77,638976,0.051193331650210894,154.2060065884143,0.21510236496396828,7.766324791371366e+16,8.815830973913498e+16,6.056484996435149e+16,8.604048713528115e+16,7.766324791371366e+16,8.815830973913498e+16,6.056484996435149e+16,8.604048713528115e+16,1096237788954624.0,1236662415785984.0,852501414805504.0,1223217960189952.0
78,647168,-0.06898857242686063,162.9351038839668,0.16960050513444003,7.656926820381491e+16,8.698729549581517e+16,5.974758211243213e+16,8.481021093321114e+16,7.656926820381491e+16,8.698729549581517e+16,5.974758211243213e+16,8.481021093321114e+16,1173900998213632.0,1324820780285952.0,913066292150272.0,1309258503159808.0
79,655360,-0.04602112902102817,141.20387626253068,0.26634567402652465,8.681692273311744e+16,9.869156241375232e+16,6.778514525546086e+16,9.613821294621491e+16,8.681692273311744e+16,9.869156241375232e+16,6.778514525546086e+16,9.613821294621491e+16,1250470332989440.0,1411808095109120.0,972813850640384.0,1394068672217088.0
80,663552,-0.03395373167950311,166.98935703840107,0.2217782580628409,8.288349719416013e+16,9.422306125912474e+16,6.470358782495949e+16,9.172732448289587e+16,8.288349719416013e+16,9.422306125912474e+16,6.470358782495949e+16,9.172732448289587e+16,1337287191298048.0,1510499732684800.0,1040598970662912.0,1490206951735296.0
81,671744,0.17513278137175803,118.51293853856623,0.2007997345062904,9.174120581719654e+16,1.0436983559657882e+17,7.165816637436723e+16,1.0151010034201395e+17,9.174120581719654e+16,1.0436983559657882e+17,7.165816637436723e+16,1.0151010034201395e+17,1420170664869888.0,1604722859442176.0,1105302585868288.0,1581934299840512.0
82,679936,0.235228418709994,88.54878950491548,0.2001526375170215,9.796838441038643e+16,1.1149364874235085e+17,7.652994348325274e+16,1.0835566832648192e+17,9.796838441038643e+16,1.1149364874235085e+17,7.652994348325274e+16,1.0835566832648192e+17,1511911837401088.0,1709092712218624.0,1176960759758848.0,1683444375486464.0
83,688128,0.08080135267027799,138.3039074409753,0.1313211464930646,1.0519128245167718e+17,1.1971279021775258e+17,8.216399568279962e+16,1.1628063890184602e+17,1.0519128245167718e+17,1.1971279021775258e+17,8.216399568279962e+16,1.1628063890184602e+17,1609880175640576.0,1820586305126400.0,1253490768740352.0,1791800092131328.0
84,696320,-0.029719455580107024,88.11685108207166,0.08462639614299405,1.2369373527487283e+17,1.4077748309078835e+17,9.662105316963123e+16,1.3666813569138688e+17,1.2369373527487283e+17,1.4077748309078835e+17,9.662105316963123e+16,1.3666813569138688e+17,1715071440912384.0,1940299123261440.0,1335654835290112.0,1908080694525952.0
85,704512,0.042472018182252214,134.57696336694062,0.15910116047234624,1.07418626721579e+17,1.2234768393437184e+17,8.394420808738406e+16,1.1866287687231078e+17,1.07418626721579e+17,1.2234768393437184e+17,8.394420808738406e+16,1.1866287687231078e+17,1838765156859904.0,2081076608499712.0,1432275895975936.0,2044748835586048.0
86,712704,-0.05476732663191797,116.88528017792851,0.15722630877280608,1.2565315089491558e+17,1.4307014522332774e+17,9.816603880534835e+16,1.3871664611301786e+17,1.2565315089491558e+17,1.4307014522332774e+17,9.816603880534835e+16,1.3871664611301786e+17,1946183765327872.0,2203424254853120.0,1516220092252160.0,2163411668434944.0
87,720896,-0.02427761960962016,140.1978032682091,0.14215560808224836,1.2624376902765773e+17,1.4382755411604275e+17,9.867477768155955e+16,1.3934158103445504e+17,1.2624376902765773e+17,1.4382755411604275e+17,9.867477768155955e+16,1.3934158103445504e+17,2071836925886464.0,2346494447321088.0,1614386133204992.0,2302128240459776.0
88,729088,0.021248829942123848,105.31001643277705,0.10892365667314152,1.2976947332120576e+17,1.4783584952490394e+17,1.0140168677752832e+17,1.4315034944261325e+17,1.2976947332120576e+17,1.4783584952490394e+17,1.0140168677752832e+17,1.4315034944261325e+17,2198080644448256.0,2490321896210432.0,1713060859346944.0,2441469864443904.0
89,737280,-0.05404660852491361,88.42759292479604,0.145209477035678,1.4827910732972032e+17,1.6912112332832768e+17,1.1599067706975846e+17,1.6358764208298394e+17,1.4827910732972032e+17,1.6912112332832768e+17,1.1599067706975846e+17,1.6358764208298394e+17,2327849994289152.0,2638157891764224.0,1814462621286400.0,2584620319113216.0
90,745472,-0.06215915359734936,80.28261578362435,0.08001901641546283,1.4180361949727949e+17,1.617326972474491e+17,1.1090075427694182e+17,1.5636103318994944e+17,1.4180361949727949e+17,1.617326972474491e+17,1.1090075427694182e+17,1.5636103318994944e+17,2476129176780800.0,2807278939930624.0,1930453313388544.0,2748207838789632.0
91,753664,-0.05647449616481026,83.38230557786301,0.19207510532578453,1.3937868955189248e+17,1.5899639076303667e+17,1.0901277255296614e+17,1.536299150260306e+17,1.3937868955189248e+17,1.5899639076303667e+17,1.0901277255296614e+17,1.536299150260306e+17,2617932890767360.0,2969011570606080.0,2041354066591744.0,2904568807555072.0
92,761856,-0.008521587042196188,85.90887292474508,0.12313018726308655,1.4594843473661133e+17,1.6651466229520794e+17,1.1414672735050138e+17,1.608004488260485e+17,1.4594843473661133e+17,1.6651466229520794e+17,1.1414672735050138e+17,1.608004488260485e+17,2757311558844416.0,3128008038678528.0,2150366913232896.0,3058198713991168.0
93,770048,-0.069527700049548,112.64371430221945,0.14005921924035647,1.5909088004354867e+17,1.8158879491332506e+17,1.244772747486167e+17,1.7524600439046144e+17,1.5909088004354867e+17,1.8158879491332506e+17,1.244772747486167e+17,1.7524600439046144e+17,2903259916271616.0,3294522847002624.0,2264513722187776.0,3218999068327936.0
94,778240,-0.04673354922033468,95.21700825588778,0.17259604409628082,2.018828074447012e+17,2.303378075942912e+17,1.5788464706840166e+17,2.222385816057938e+17,2.018828074447012e+17,2.303378075942912e+17,1.5788464706840166e+17,2.222385816057938e+17,3062350873624576.0,3476111648358400.0,2388991001231360.0,3394245008293888.0
95,786432,-0.08310152706417284,83.72787130065262,0.1663615711768216,1.9169937126640845e+17,2.1886033212945203e+17,1.4999063461730714e+17,2.1100129789201613e+17,1.9169937126640845e+17,2.1886033212945203e+17,1.4999063461730714e+17,2.1100129789201613e+17,3264233663889408.0,3706449402265600.0,2546875609645056.0,3616483527622656.0
