episode,total_steps,episode_reward,episode_length,interventions,violations_adequacy,violations_consistency,violations_stability,violations_timeliness,lagrange_0,lagrange_1,lagrange_2,lagrange_3
25,7550,15.400000000000027,302,32,0,0,0,0,0.0,0.0,0.0,0.0
26,7852,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
27,8154,-3624.0,302,302,0,302,0,0,0.0,0.0,0.0,0.0
28,8456,-533.4999999999995,302,24,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
29,8758,-594.2,302,39,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
30,9060,-572.7999999999996,302,10,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
31,9362,-530.6999999999995,302,8,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
32,9664,-558.2999999999996,302,37,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
33,9966,-590.4999999999999,302,23,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
34,10268,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
35,10570,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
36,10872,-581.3999999999999,302,21,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
37,11174,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
38,11476,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
39,11778,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
40,12080,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
41,12382,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
42,12684,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
43,12986,-579.1,302,8,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
44,13288,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
45,13590,-614.6000000000001,302,32,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
46,13892,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
47,14194,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
48,14496,-613.9000000000003,302,28,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
49,14798,-532.0999999999995,302,24,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
50,15100,-639.1000000000005,302,52,0,0,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
51,15402,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
52,15704,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
53,16006,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
54,16308,-3624.0,302,302,0,302,0,0,4.2297139167785645,2.584606885910034,147.41998291015625,43.206993103027344
55,16610,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
56,16912,-515.7999999999995,302,16,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
57,17214,-644.1000000000008,302,39,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
58,17516,-648.2000000000011,302,32,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
59,17818,-604.0999999999999,302,59,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
60,18120,-3020.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
61,18422,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
62,18724,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
63,19026,-639.0,302,24,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
64,19328,-650.7000000000012,302,23,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
65,19630,-545.5999999999995,302,24,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
66,19932,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
67,20234,-599.0,302,43,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
68,20536,-646.4000000000011,302,35,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
69,20838,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
70,21140,-46.40000000000012,302,24,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
71,21442,-3020.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
72,21744,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
73,22046,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
74,22348,-652.1000000000009,302,24,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
75,22650,-650.9000000000009,302,28,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
76,22952,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
77,23254,-504.4999999999994,302,11,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
78,23556,-37.89999999999999,302,16,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
79,23858,-3624.0,302,302,0,302,0,0,61077.16015625,40054.66796875,981035.625,326210.625
80,24160,-593.7000000000002,302,20,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
81,24462,26.00000000000007,302,40,0,0,0,0,61077.16015625,40054.66796875,981035.625,326210.625
82,24764,-552.9999999999995,302,10,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
83,25066,-612.8000000000002,302,32,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
84,25368,-601.0000000000001,302,32,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
85,25670,-3020.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
86,25972,-3020.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
87,26274,-3624.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
88,26576,-3624.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
89,26878,-631.1000000000005,302,16,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
90,27180,-54.600000000000236,302,12,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
91,27482,-638.4000000000002,302,28,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
92,27784,-635.9000000000003,302,27,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
93,28086,-3624.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
94,28388,-617.5000000000002,302,24,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
95,28690,-651.200000000001,302,27,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
96,28992,-616.0000000000002,302,36,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
97,29294,-662.100000000001,302,4,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
98,29596,-628.6999999999999,302,52,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
99,29898,-625.4000000000003,302,31,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
100,30200,-621.2000000000003,302,34,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
101,30502,-618.2000000000003,302,12,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
102,30804,-627.0000000000007,302,36,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
103,31106,-625.5000000000003,302,28,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
104,31408,-37.39999999999999,302,21,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
105,31710,-3624.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
106,32012,-3624.0,302,302,0,302,0,0,9381295.0,8847362.0,26186808.0,16441489.0
107,32314,-543.9999999999995,302,6,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
108,32616,-628.3000000000004,302,26,0,0,0,0,9381295.0,8847362.0,26186808.0,16441489.0
109,32918,-660.0000000000013,302,8,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
110,33220,-3020.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
111,33522,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
112,33824,-647.600000000001,302,24,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
113,34126,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
114,34428,-608.1999999999999,302,8,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
115,34730,-3020.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
116,35032,-3020.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
117,35334,-662.4000000000011,302,4,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
118,35636,47.09999999999991,302,32,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
119,35938,-633.9999999999999,302,52,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
120,36240,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
121,36542,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
122,36844,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
123,37146,-627.8000000000006,302,22,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
124,37448,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
125,37750,-662.4000000000013,302,4,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
126,38052,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
127,38354,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
128,38656,-650.8000000000012,302,24,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
129,38958,-3020.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
130,39260,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
131,39562,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
132,39864,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
133,40166,-47.600000000000165,302,20,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
134,40468,-651.3000000000008,302,28,0,0,0,0,59186368.0,55056488.0,117600976.0,90052384.0
135,40770,-3624.0,302,302,0,302,0,0,59186368.0,55056488.0,117600976.0,90052384.0
136,41072,-3020.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
137,41374,-642.0000000000006,302,38,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
138,41676,-635.6000000000008,302,48,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
139,41978,-658.4000000000011,302,12,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
140,42280,-648.2000000000006,302,31,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
141,42582,-3624.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
142,42884,-40.90000000000007,302,28,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
143,43186,-644.300000000001,302,36,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
144,43488,-631.1000000000001,302,12,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
145,43790,-582.1999999999998,302,16,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
146,44092,-662.500000000001,302,4,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
147,44394,-641.9000000000008,302,36,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
148,44696,-544.1999999999998,302,12,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
149,44998,-636.5,302,16,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
150,45300,-43.8000000000001,302,12,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
151,45602,-648.5000000000007,302,32,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
152,45904,-631.9999999999995,302,52,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
153,46206,-3624.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
154,46508,-3624.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
155,46810,-628.3,302,28,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
156,47112,-649.7000000000004,302,16,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
157,47414,-3624.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
158,47716,-654.8000000000012,302,17,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
159,48018,-3624.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
160,48320,-602.3,302,13,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
161,48622,-3624.0,302,302,0,302,0,0,317428416.0,293468672.0,483775424.0,395109184.0
162,48924,-589.7,302,20,0,0,0,0,317428416.0,293468672.0,483775424.0,395109184.0
163,49226,-3020.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
164,49528,-3020.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
165,49830,-610.0999999999998,302,56,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
166,50132,-613.2,302,15,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
167,50434,-636.5000000000008,302,48,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
168,50736,-3020.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
169,51038,-638.1000000000007,302,20,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
170,51340,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
171,51642,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
172,51944,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
173,52246,-653.6000000000005,302,16,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
174,52548,-625.0999999999999,302,35,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
175,52850,55.19999999999996,302,15,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
176,53152,-3020.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
177,53454,-662.7000000000013,302,4,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
178,53756,-662.9000000000013,302,4,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
179,54058,-658.4000000000011,302,12,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
180,54360,-647.900000000001,302,24,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
181,54662,-625.7000000000003,302,30,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
182,54964,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
183,55266,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
184,55568,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
185,55870,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
186,56172,-664.4000000000013,302,0,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
187,56474,-641.4000000000007,302,40,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
188,56776,-3624.0,302,302,0,302,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
189,57078,-556.4999999999998,302,20,0,0,0,0,905164160.0,822427648.0,1249332224.0,1070532864.0
190,57380,-664.2000000000013,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
191,57682,-605.4000000000002,302,15,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
192,57984,-662.9000000000013,302,4,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
193,58286,-625.9000000000001,302,32,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
194,58588,-60.40000000000032,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
195,58890,-538.6999999999997,302,8,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
196,59192,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
197,59494,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
198,59796,0.999999999999986,302,40,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
199,60098,-52.80000000000022,302,13,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
200,60400,-661.4000000000012,302,8,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
201,60702,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
202,61004,-664.4000000000013,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
203,61306,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
204,61608,-662.1000000000013,302,4,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
205,61910,-60.40000000000032,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
206,62212,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
207,62514,-662.1000000000012,302,4,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
208,62816,-59.700000000000315,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
209,63118,-597.5,302,16,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
210,63420,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
211,63722,-638.1000000000006,302,16,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
212,64024,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
213,64326,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
214,64628,-3624.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
215,64930,-664.4000000000013,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
216,65232,-664.4000000000013,302,0,0,0,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
217,65534,-3020.0,302,302,0,302,0,0,2413412352.0,2173207808.0,3072456704.0,2725948928.0
218,65836,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
219,66138,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
220,66440,-644.9000000000007,302,32,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
221,66742,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
222,67044,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
223,67346,-658.600000000001,302,12,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
224,67648,-60.40000000000032,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
225,67950,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
226,68252,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
227,68554,-3020.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
228,68856,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
229,69158,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
230,69460,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
231,69762,-608.6000000000003,302,24,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
232,70064,-601.3,302,36,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
233,70366,-662.9000000000013,302,4,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
234,70668,-3020.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
235,70970,-658.5000000000009,302,12,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
236,71272,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
237,71574,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
238,71876,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
239,72178,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
240,72480,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
241,72782,-58.900000000000304,302,4,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
242,73084,-601.6,302,15,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
243,73386,-664.4000000000013,302,0,0,0,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
244,73688,-3624.0,302,302,0,302,0,0,5344642048.0,4792562688.0,6445604864.0,5856251392.0
245,73990,-639.6999999999998,302,28,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
246,74292,-664.4000000000013,302,0,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
247,74594,-617.9000000000003,302,21,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
248,74896,-645.8999999999999,302,28,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
249,75198,-664.4000000000013,302,0,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
250,75500,-631.1000000000001,302,23,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
251,75802,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
252,76104,-3020.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
253,76406,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
254,76708,-664.4000000000013,302,0,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
255,77010,-664.4000000000013,302,0,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
256,77312,-664.2000000000013,302,0,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
257,77614,-3020.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
258,77916,-661.2000000000013,302,8,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
259,78218,-619.3999999999999,302,22,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
260,78520,-623.5000000000003,302,32,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
261,78822,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
262,79124,-600.5000000000001,302,19,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
263,79426,-653.5000000000011,302,15,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
264,79728,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
265,80030,-662.9000000000011,302,4,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
266,80332,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
267,80634,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
268,80936,-643.5000000000005,302,17,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
269,81238,-648.1000000000008,302,12,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
270,81540,-3624.0,302,302,0,302,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
271,81842,-641.7,302,36,0,0,0,0,11568841728.0,10338308096.0,13386691584.0,12432770048.0
272,82144,-3624.0,302,302,0,302,0,0,18549510144.0,16537124864.0,20881068032.0,19604496384.0
273,82446,-3624.0,302,302,0,302,0,0,18549510144.0,16537124864.0,20881068032.0,19604496384.0
274,82748,-580.9999999999998,302,12,0,0,0,0,18549510144.0,16537124864.0,20881068032.0,19604496384.0
275,83050,-60.40000000000032,302,0,0,0,0,0,18549510144.0,16537124864.0,20881068032.0,19604496384.0
276,83352,-3624.0,302,302,0,302,0,0,18549510144.0,16537124864.0,20881068032.0,19604496384.0
