update_idx,total_steps,policy_loss,value_loss,entropy,constraint_loss_0,constraint_loss_1,constraint_loss_2,constraint_loss_3,constraint_violation_0,constraint_violation_1,constraint_violation_2,constraint_violation_3,lagrange_0,lagrange_1,lagrange_2,lagrange_3
32,270336,-0.08813704808926559,766.106067456305,0.11610162282474334,1723646745772032.0,1502099179307008.0,1577885353639936.0,1645917367173120.0,1723646745772032.0,1502099179307008.0,1577885353639936.0,1645917367173120.0,9339469299712.0,8122672349184.0,8686050213888.0,8982034907136.0
33,278528,-0.0708965727553732,335.33327767811716,0.29993824496341404,1313784593383424.0,1145154513666048.0,1201285978128384.0,1253673170632704.0,1313784593383424.0,1145154513666048.0,1201285978128384.0,1253673170632704.0,11063116431360.0,9624772149248.0,10263935844352.0,10627952148480.0
34,286720,-0.07982793830160517,610.7608852013946,0.07980032246723567,2041978044809216.0,1781291515117568.0,1865504146849792.0,1947900946939904.0,2041978044809216.0,1781291515117568.0,1865504146849792.0,1947900946939904.0,12376901419008.0,10769926193152.0,11465222258688.0,11881625419776.0
35,294912,-0.06471126165797614,243.17303685843945,0.17973706874181516,2259571288571904.0,1973360305111040.0,2058025921675264.0,2148348815474688.0,2259571288571904.0,1973360305111040.0,2058025921675264.0,2148348815474688.0,14418879447040.0,12551217741824.0,13330727043072.0,13829526257664.0
36,303104,-0.07765913480307063,550.758806347847,0.26251622234121896,2358668800557056.0,2061095346896896.0,2148158897389568.0,2243882175692800.0,2358668800557056.0,2061095346896896.0,2148158897389568.0,2243882175692800.0,16678450626560.0,14524578004992.0,15388752478208.0,15977874980864.0
37,311296,-0.08833536807287601,644.2284360602498,0.21315628234879114,3024952982765568.0,2644984742281216.0,2752850966872064.0,2876406975430656.0,3024952982765568.0,2644984742281216.0,2752850966872064.0,2876406975430656.0,19037119578112.0,16585673670656.0,17536911409152.0,18221757366272.0
38,319488,-0.08926380347293161,381.2146118916571,0.1184058825365355,3124453147934720.0,2733774332755968.0,2838416915955712.0,2965512782872576.0,3124453147934720.0,2733774332755968.0,2838416915955712.0,2965512782872576.0,22062072594432.0,19230659444736.0,20289763147776.0,21098164912128.0
39,327680,-0.08941221708482772,331.53769198060036,0.24274081398471026,3462084822040576.0,3031242693935104.0,3144239793831936.0,3285884594028544.0,3462084822040576.0,3031242693935104.0,3144239793831936.0,3285884594028544.0,25186524987392.0,21964433391616.0,23128180785152.0,24063678349312.0
40,335872,-0.0820696759119528,550.0550331138074,0.08839116763488164,4358735749185536.0,3819090556747776.0,3955797755166720.0,4134476716179456.0,4358735749185536.0,3819090556747776.0,3955797755166720.0,4134476716179456.0,28648610463744.0,24995675766784.0,26272419807232.0,27349563211776.0
41,344064,-0.09211007282920036,624.6696196570992,0.08417576860201947,5123725796048896.0,4492898716352512.0,4647954015059968.0,4858858384130048.0,5123725796048896.0,4492898716352512.0,4647954015059968.0,4858858384130048.0,33007345860608.0,28814765719552.0,30228218904576.0,31484039659520.0
42,352256,-0.08908672998677503,373.8455431982875,0.224432445349521,4312987905032192.0,3783364750344192.0,3907497089826816.0,4083355062632448.0,4312987905032192.0,3783364750344192.0,3907497089826816.0,4083355062632448.0,38131071975424.0,33307664318464.0,34876172533760.0,36342897573888.0
43,360448,-0.0656768244361956,337.1928610969335,0.20484245579427807,4832527013380096.0,4241201016340480.0,4379826186092544.0,4578457149243392.0,4832527013380096.0,4241201016340480.0,4379826186092544.0,4578457149243392.0,42444058001408.0,37091027189760.0,38783667929088.0,40426253844480.0
44,368640,-0.08145385816669659,299.919841080904,0.2708978531518369,5166673321525248.0,4538289541349376.0,4671416347656192.0,4880129746534400.0,5166673321525248.0,4538289541349376.0,4671416347656192.0,4880129746534400.0,47276584075264.0,41332227702784.0,43163494383616.0,45004709953536.0
45,376832,-0.09087667589346893,527.0237093605101,0.12615779197449228,7705247027822592.0,6772476231024640.0,6968330497818624.0,7282443467882496.0,7705247027822592.0,6772476231024640.0,6968330497818624.0,7282443467882496.0,52443257765888.0,45870519156736.0,47834913046528.0,49884841377792.0
46,385024,-0.07927964235341278,378.526343844831,0.3798791255976539,6746686026153984.0,5934444359712768.0,6088958492540928.0,6359234878898176.0,6746686026153984.0,5934444359712768.0,6088958492540928.0,6359234878898176.0,60148504592384.0,52642994716672.0,54803245826048.0,57167285583872.0
47,393216,-0.07835234953199688,306.2434575110674,0.17379853366219322,8070714921844736.0,7100281556828160.0,7292834067513344.0,7620074068246528.0,8070714921844736.0,7100281556828160.0,7292834067513344.0,7620074068246528.0,66895189377024.0,58577439948800.0,60892205023232.0,63526521536512.0
48,401408,-0.08209259136492619,476.1989499144256,0.2919076164980652,9605320695349248.0,8457841799069696.0,8666561640398848.0,9052193332133888.0,9605320695349248.0,8457841799069696.0,8666561640398848.0,9052193332133888.0,74965902688256.0,65677721337856.0,68185038520320.0,71146594631680.0
49,409600,-0.08461216744308331,416.52287442982197,0.0757546323662055,1.3151309045694464e+16,1.1586649238536192e+16,1.1872482533310464e+16,1.2404871646937088e+16,1.3151309045694464e+16,1.1586649238536192e+16,1.1872482533310464e+16,1.2404871646937088e+16,84571227947008.0,74135564713984.0,76851603046400.0,80198791856128.0
50,417792,-0.08519207572953746,745.2920700758696,0.12399489319136592,1.0623417996804096e+16,9364282835730432.0,9578575933997056.0,1.0003516777037824e+16,1.0623417996804096e+16,9364282835730432.0,9578575933997056.0,1.0003516777037824e+16,97722535247872.0,85722212073472.0,88724083834880.0,92603664039936.0
51,425984,-0.0801693740322662,614.2152023725212,0.22499308920669137,1.0380510752669696e+16,9152056690475008.0,9365511196377088.0,9782283011620864.0,1.0380510752669696e+16,9152056690475008.0,9365511196377088.0,9782283011620864.0,108345952305152.0,95086499069952.0,98302657822720.0,102607179743232.0
52,434176,-0.07756119886380475,472.5904759839177,0.204002858918102,1.1247932011446272e+16,9924476493889536.0,1.0129491389054976e+16,1.0574733468762112e+16,1.1247932011446272e+16,9924476493889536.0,1.0129491389054976e+16,1.0574733468762112e+16,118726460440576.0,104238554284032.0,107668169555968.0,112389462687744.0
53,442368,-0.08708232799835969,295.6099603585899,0.26056160090956837,1.1195759969959936e+16,9882691830808576.0,1.0075474659115008e+16,1.051490672181248e+16,1.1195759969959936e+16,9882691830808576.0,1.0075474659115008e+16,1.051490672181248e+16,129974392586240.0,114163032522752.0,117797665374208.0,122964192264192.0
54,450560,-0.07779733453116933,460.00758574157953,0.22365836677636253,1.4261348712054784e+16,1.2591678028251136e+16,1.285498207207424e+16,1.3422802518409216e+16,1.4261348712054784e+16,1.2591678028251136e+16,1.285498207207424e+16,1.3422802518409216e+16,141170155978752.0,124045727105024.0,127873138556928.0,133479102676992.0
55,458752,-0.08971642142932978,529.3283806815743,0.16066534642595798,1.8353161907470336e+16,1.6213492952465408e+16,1.6541498531119104e+16,1.7272520218509312e+16,1.8353161907470336e+16,1.6213492952465408e+16,1.6541498531119104e+16,1.7272520218509312e+16,155431510999040.0,136637405200384.0,140728118280192.0,146901907275776.0
56,466944,-0.08753348131540406,354.45434963703156,0.3862994962546509,1.4161306038829056e+16,1.2513329234837504e+16,1.275249341497344e+16,1.331030766125056e+16,1.4161306038829056e+16,1.2513329234837504e+16,1.275249341497344e+16,1.331030766125056e+16,173784678006784.0,152850906742784.0,157269622784000.0,164174420246528.0
57,475136,-0.08565872424696863,376.2050481401384,0.24177572241751477,1.847997725933568e+16,1.6340958991876096e+16,1.6622032389144576e+16,1.7343299132063744e+16,1.847997725933568e+16,1.6340958991876096e+16,1.6622032389144576e+16,1.7343299132063744e+16,187945990488064.0,165364243628032.0,170022118883328.0,177484725223424.0
58,483328,-0.07956629189811792,468.4962363615632,0.15039452095516026,2.0910559381684224e+16,1.8497904452829184e+16,1.880797102682931e+16,1.962328896359629e+16,2.0910559381684224e+16,1.8497904452829184e+16,1.880797102682931e+16,1.962328896359629e+16,206425959694336.0,181705201680384.0,186644145635328.0,194828021268480.0
59,491520,-0.08634188999349135,443.0033311098814,0.4013761070964392,1.8191780658806784e+16,1.6097991618199552e+16,1.636548432887808e+16,1.707442236817408e+16,1.8191780658806784e+16,1.6097991618199552e+16,1.636548432887808e+16,1.707442236817408e+16,227336511291392.0,200203105730560.0,205452109414400.0,214451307413504.0
60,499712,-0.08209625819290522,268.2095722295344,0.352612452901667,2.0636164658561024e+16,1.826854890425549e+16,1.8556174274134016e+16,1.9355371051155456e+16,2.0636164658561024e+16,1.826854890425549e+16,1.8556174274134016e+16,1.9355371051155456e+16,245528298258432.0,216301096140800.0,221817595756544.0,231525731794944.0
61,507904,-0.08661521687918139,416.2154588997364,0.26000685468898155,2.405500801830093e+16,2.130169346339635e+16,2.1637416024539136e+16,2.2571187011846144e+16,2.405500801830093e+16,2.130169346339635e+16,2.1637416024539136e+16,2.2571187011846144e+16,266164458487808.0,234569638871040.0,240373767077888.0,250881102577664.0
62,516096,-0.08041248951940361,299.354365631938,0.36988283500249963,2.0493719920705536e+16,1.81574574276608e+16,1.840395633819648e+16,1.918545999744205e+16,2.0493719920705536e+16,1.81574574276608e+16,1.840395633819648e+16,1.918545999744205e+16,290219463016448.0,255871334481920.0,262011191558144.0,273452296568832.0
63,524288,-0.07045585122887132,387.45148319751024,0.19506543365423568,3.0736123852488704e+16,2.7241500089778176e+16,2.7620586788225024e+16,2.879901199761408e+16,3.0736123852488704e+16,2.7241500089778176e+16,2.7620586788225024e+16,2.879901199761408e+16,310713167904768.0,274028795265024.0,280415143198720.0,292637764485120.0
64,532480,-0.09127421358698484,434.0701872855425,0.2725811154086841,2.812841513136947e+16,2.493721362825216e+16,2.5273181002530816e+16,2.6346568491728896e+16,2.812841513136947e+16,2.493721362825216e+16,2.5273181002530816e+16,2.6346568491728896e+16,341449296052224.0,301270279651328.0,308035725557760.0,321436761718784.0
65,540672,-0.0895036369402078,309.30802652053535,0.1636073415647843,3.358645098119168e+16,2.9792667713929216e+16,3.015925820502835e+16,3.1436031723044864e+16,3.358645098119168e+16,2.9792667713929216e+16,3.015925820502835e+16,3.1436031723044864e+16,369577707962368.0,326207497306112.0,333308923740160.0,347783332626432.0
66,548864,-0.09078704365765589,1083.2356329858303,0.1414268066182558,3.34212343267328e+16,2.965164031528141e+16,2.9996588466176e+16,3.1255879319814144e+16,3.34212343267328e+16,2.965164031528141e+16,2.9996588466176e+16,3.1255879319814144e+16,403164150890496.0,356000175489024.0,363468184092672.0,379219372670976.0
67,557056,-0.08925485385680076,596.4327396899462,0.23675936618383275,4.049974630495027e+16,3.594581395583795e+16,3.634835117572096e+16,3.78713036292096e+16,4.049974630495027e+16,3.594581395583795e+16,3.634835117572096e+16,3.78713036292096e+16,436585371795456.0,385651824394240.0,393464772558848.0,410475258970112.0
68,565248,-0.08814845891265577,423.67808920517564,0.15866363332315814,3.931528022405939e+16,3.490636959318016e+16,3.527077394592563e+16,3.673975154540544e+16,3.931528022405939e+16,3.490636959318016e+16,3.527077394592563e+16,3.673975154540544e+16,477085101457408.0,421597647208448.0,429813114339328.0,448346569310208.0
69,573440,-0.08544200729011209,423.92859706282616,0.22544412394199753,3.5869436552413184e+16,3.185180817961779e+16,3.2191911607402496e+16,3.353363576835277e+16,3.5869436552413184e+16,3.185180817961779e+16,3.2191911607402496e+16,3.353363576835277e+16,516400393224192.0,456504020828160.0,465083889090560.0,485086323539968.0
70,581632,-0.07908195995014466,452.60304821655154,0.25931149744428694,3.604932696263885e+16,3.202573288026931e+16,3.2333185966669824e+16,3.367052281852723e+16,3.604932696263885e+16,3.202573288026931e+16,3.2333185966669824e+16,3.367052281852723e+16,552269846151168.0,488355833839616.0,497275809824768.0,518619951792128.0
71,589824,-0.09120491971407318,686.1952792480588,0.1741638801904628,4.540571994344653e+16,4.034644603725414e+16,4.074548715375821e+16,4.243327615710003e+16,4.540571994344653e+16,4.034644603725414e+16,4.074548715375821e+16,4.243327615710003e+16,588319184388096.0,520381559472128.0,529608994717696.0,552290482126848.0
72,598016,-0.07800015906013869,332.07773035392165,0.22678184996038908,3.543854825340928e+16,3.15028871839744e+16,3.1741768970010624e+16,3.3033789621927936e+16,3.543854825340928e+16,3.15028871839744e+16,3.1741768970010624e+16,3.3033789621927936e+16,633724907552768.0,560728012488704.0,570354477039616.0,594723785932800.0
73,606208,-0.08410505475922037,362.4602679461241,0.13287867836697842,4.662762095928934e+16,4.146254912369459e+16,4.182207224610816e+16,4.354410931866829e+16,4.662762095928934e+16,4.146254912369459e+16,4.182207224610816e+16,4.354410931866829e+16,669163488018432.0,592230892961792.0,602096231514112.0,627757587365888.0
74,614400,-0.08272601470162044,531.5045089125633,0.13644008766459592,4.964761862353715e+16,4.415187296085606e+16,4.455312169055027e+16,4.638824525201408e+16,4.964761862353715e+16,4.415187296085606e+16,4.455312169055027e+16,4.638824525201408e+16,715791129378816.0,633693433495552.0,643918274232320.0,671301710643200.0
75,622592,-0.08988759446310723,495.5263220369816,0.20568273452227004,5.879277222782566e+16,5.23080802804695e+16,5.269240683901747e+16,5.483553968514662e+16,5.879277222782566e+16,5.23080802804695e+16,5.269240683901747e+16,5.483553968514662e+16,765438736728064.0,677845294645248.0,688471379279872.0,717689974685696.0
76,630784,-0.090005500082043,414.25168952718377,0.07559692442418964,6.206531396907827e+16,5.523086565493965e+16,5.56521461121024e+16,5.792071347811123e+16,6.206531396907827e+16,5.523086565493965e+16,5.56521461121024e+16,5.792071347811123e+16,824231537410048.0,730153365798912.0,741163782897664.0,772525499875328.0
77,638976,-0.08495287310506683,259.86984879896045,0.12293169101849344,7.068225102046822e+16,6.291897307889664e+16,6.334018052161536e+16,6.590067251976602e+16,7.068225102046822e+16,6.291897307889664e+16,6.334018052161536e+16,6.590067251976602e+16,886296834736128.0,785384229306368.0,796815955853312.0,830446220869632.0
78,647168,-0.0887244310351889,445.2357236072421,0.05303833510561162,5.923781244406989e+16,5.273857773744947e+16,5.306158934287974e+16,5.519361969854874e+16,5.923781244406989e+16,5.273857773744947e+16,5.306158934287974e+16,5.519361969854874e+16,956979111526400.0,848303218491392.0,860156120268800.0,896346923991040.0
79,655360,-0.08513482002399542,381.36995151266456,0.048594939989698105,6.81813130388439e+16,6.071778086486016e+16,6.110422913725235e+16,6.356560617511322e+16,6.81813130388439e+16,6.071778086486016e+16,6.110422913725235e+16,6.356560617511322e+16,1016216911085568.0,901041793007616.0,913217689747456.0,951540542078976.0
80,663552,-0.08406688791455963,320.0918497927487,0.19266293740656693,4.949494971603354e+16,4.40881614159872e+16,4.43025833632727e+16,4.606122644209664e+16,4.949494971603354e+16,4.40881614159872e+16,4.43025833632727e+16,4.606122644209664e+16,1084398241841152.0,961759544344576.0,974321921032192.0,1015106125168640.0
81,671744,-0.08971435454714083,376.6360170543194,0.053319758471616296,7.910187297931264e+16,7.048023723370086e+16,7.087405566997299e+16,7.371164607315968e+16,7.910187297931264e+16,7.048023723370086e+16,7.087405566997299e+16,7.371164607315968e+16,1133893243633664.0,1005847719182336.0,1018624508690432.0,1061167367716864.0
82,679936,-0.06884062557628567,265.54089565202594,0.18187723974187975,7.56951392798638e+16,6.746105990820659e+16,6.781309690262323e+16,7.051674875068416e+16,7.56951392798638e+16,6.746105990820659e+16,6.781309690262323e+16,7.051674875068416e+16,1212995132719104.0,1076327931183104.0,1089498582614016.0,1134879072845824.0
83,688128,0.002380184170760913,351.5410247296095,0.2662747650319943,7.954519950360576e+16,7.091114700754125e+16,7.12381529325568e+16,7.406379903169331e+16,7.954519950360576e+16,7.091114700754125e+16,7.12381529325568e+16,7.406379903169331e+16,1288690307432448.0,1143788982501376.0,1157311687032832.0,1205395859177472.0
84,696320,-0.07725454536193865,209.2979354839772,0.08192028439543719,8.359010521369805e+16,7.452689099548262e+16,7.485050819130163e+16,7.780829754923418e+16,8.359010521369805e+16,7.452689099548262e+16,7.485050819130163e+16,7.780829754923418e+16,1368235517673472.0,1214700100517888.0,1228549893652480.0,1279459617406976.0
85,704512,-0.08160039534777752,360.21133784018457,0.24671209317602916,7.200668579056845e+16,6.421515125915648e+16,6.443775082417357e+16,6.696277498239386e+16,7.200668579056845e+16,6.421515125915648e+16,6.443775082417357e+16,6.696277498239386e+16,1451825647583232.0,1289227044126720.0,1303400436203520.0,1357267916029952.0
86,712704,-0.08842085734795546,295.09058362804353,0.2616226971294964,9.060967091326157e+16,8.082640542787174e+16,8.111353258154394e+16,8.4302038992683e+16,9.060967091326157e+16,8.082640542787174e+16,8.111353258154394e+16,8.4302038992683e+16,1523832384913408.0,1353442173911040.0,1367838233198592.0,1424230751141888.0
87,720896,-0.07794387082412868,379.97708727791905,0.3915791049512336,8.528843836175155e+16,7.609410738192384e+16,7.634814610754765e+16,7.933435096911053e+16,8.528843836175155e+16,7.609410738192384e+16,7.634814610754765e+16,7.933435096911053e+16,1614442101997568.0,1434268626583552.0,1448951777591296.0,1508532771880960.0
88,729088,-0.08850970013918413,565.0221994183958,0.12909482733630284,1.0745327851772314e+17,9.589698181306778e+16,9.614560028996403e+16,9.988844095012864e+16,1.0745327851772314e+17,9.589698181306778e+16,9.614560028996403e+16,9.988844095012864e+16,1699730488819712.0,1510362696384512.0,1525299921551360.0,1587867126071296.0
89,737280,-0.08227741636437713,456.9466730095446,0.29383829575090203,1.1635642789475123e+17,1.0386528001851392e+17,1.0415433131753472e+17,1.0821324721094656e+17,1.1635642789475123e+17,1.0386528001851392e+17,1.0415433131753472e+17,1.0821324721094656e+17,1807183725461504.0,1606259652427776.0,1621445583044608.0,1687755583127552.0
90,745472,-0.09051537182358516,322.7866615857929,0.25514751298032934,1.0018971572607386e+17,8.946371350914662e+16,8.9554783995691e+16,9.299190888372634e+16,1.0018971572607386e+17,8.946371350914662e+16,8.9554783995691e+16,9.299190888372634e+16,1923540160872448.0,1710124980764672.0,1725599882149888.0,1795968894763008.0
91,753664,-0.06571390654607967,401.6129400767386,0.25071512376962346,1.1646861244052275e+17,1.039866300244951e+17,1.043089673200599e+17,1.0837054609319526e+17,1.1646861244052275e+17,1.039866300244951e+17,1.043089673200599e+17,1.0837054609319526e+17,2023729936728064.0,1799588746887168.0,1815154647891968.0,1888960842301440.0
92,761856,-0.08534166522349551,311.5633591711521,0.3239638477389235,1.2455412889341133e+17,1.112459923381289e+17,1.1145813795274752e+17,1.1576244250764902e+17,1.2455412889341133e+17,1.112459923381289e+17,1.1145813795274752e+17,1.1576244250764902e+17,2140198578159616.0,1903575408050176.0,1919463565819904.0,1997331322896384.0
93,770048,-0.08743209852582368,311.10204154253006,0.28424364638340194,1.5321873203698074e+17,1.3688384612886118e+17,1.370777381324718e+17,1.42353890707243e+17,1.5321873203698074e+17,1.3688384612886118e+17,1.370777381324718e+17,1.42353890707243e+17,2264752629743616.0,2014821369249792.0,2030921725247488.0,2113093710643200.0
94,778240,-0.07868164306819381,366.46778512746096,0.2062584896084445,1.491409011075973e+17,1.332608178763858e+17,1.3338336188327526e+17,1.3848527622478234e+17,1.491409011075973e+17,1.332608178763858e+17,1.3338336188327526e+17,1.3848527622478234e+17,2417971293061120.0,2151705198198784.0,2167999498813440.0,2255447583096832.0
95,786432,-0.07715955872208724,304.6342282127589,0.31598442800168414,1.3261552480996557e+17,1.1850677199097037e+17,1.1862138748823142e+17,1.2315103179728486e+17,1.3261552480996557e+17,1.1850677199097037e+17,1.1862138748823142e+17,1.2315103179728486e+17,2567112153366528.0,2284966088015872.0,2301382795198464.0,2393932897976320.0
96,794624,-0.08154850620485377,422.7187316119671,0.30999914158019237,1.3782094786330624e+17,1.2319055408634266e+17,1.2325601797786829e+17,1.2795278805434368e+17,1.3782094786330624e+17,1.2319055408634266e+17,1.2325601797786829e+17,1.2795278805434368e+17,2699727590129664.0,2403472825647104.0,2420004154769408.0,2517083837431808.0
